Year,State,StateName,County,FIPS,Diabetes,HighBP,Obesity,NeedScore
2023,IL,Illinois,Grundy,17063,10.3,32.3,36.4,26.333333333333332
2023,IL,Illinois,Hardin,17069,14.7,42.1,39.7,32.166666666666664
2023,IL,Illinois,Winnebago,17201,13.9,38.2,42.0,31.366666666666664
2023,IL,Illinois,Alexander,17003,19.0,47.9,45.3,37.4
2023,IL,Illinois,Bond,17005,11.6,35.5,39.0,28.7
2023,IL,Illinois,Brown,17009,11.7,36.4,41.5,29.866666666666664
2023,IL,Illinois,Bureau,17011,13.2,37.9,38.1,29.73333333333333
2023,IL,Illinois,Champaign,17019,9.6,28.7,31.1,23.133333333333336
2023,IL,Illinois,Christian,17021,12.3,37.5,38.1,29.3
2023,IL,Illinois,Coles,17029,11.4,34.0,37.7,27.7
2023,IL,Illinois,Cumberland,17035,11.9,37.2,38.7,29.26666666666667
2023,IL,Illinois,De Witt,17039,12.2,37.2,38.2,29.200000000000003
2023,IL,Illinois,DuPage,17043,10.0,30.7,29.2,23.3
2023,IL,Illinois,Edgar,17045,13.6,40.3,37.5,30.46666666666667
2023,IL,Illinois,Edwards,17047,14.1,40.2,40.3,31.53333333333333
2023,IL,Illinois,Ford,17053,12.4,37.1,37.7,29.066666666666666
2023,IL,Illinois,Gallatin,17059,14.6,41.6,40.8,32.333333333333336
2023,IL,Illinois,Henderson,17071,14.1,41.8,38.6,31.5
2023,IL,Illinois,Iroquois,17075,13.9,40.0,40.6,31.5
2023,IL,Illinois,Jersey,17083,11.7,36.2,39.0,28.96666666666667
2023,IL,Illinois,Jo Daviess,17085,13.2,40.4,36.1,29.899999999999995
2023,IL,Illinois,Kane,17089,11.5,30.4,35.1,25.666666666666668
2023,IL,Illinois,Kankakee,17091,13.0,37.7,39.8,30.166666666666668
2023,IL,Illinois,Kendall,17093,9.4,29.6,39.7,26.233333333333334
2023,IL,Illinois,Knox,17095,13.5,38.7,39.2,30.46666666666667
2023,IL,Illinois,LaSalle,17099,12.4,36.4,37.8,28.866666666666664
2023,IL,Illinois,Livingston,17105,12.2,36.6,35.9,28.23333333333333
2023,IL,Illinois,Macoupin,17117,12.8,38.2,37.0,29.333333333333332
2023,IL,Illinois,Mason,17125,13.3,39.1,37.3,29.899999999999995
2023,IL,Illinois,Massac,17127,14.1,39.9,40.8,31.599999999999998
2023,IL,Illinois,McDonough,17109,11.4,34.1,36.3,27.266666666666666
2023,IL,Illinois,McHenry,17111,10.5,33.7,32.1,25.433333333333337
2023,IL,Illinois,McLean,17113,9.5,30.9,34.5,24.96666666666667
2023,IL,Illinois,Menard,17129,11.7,36.8,37.9,28.799999999999997
2023,IL,Illinois,Mercer,17131,12.4,37.6,38.6,29.53333333333333
2023,IL,Illinois,Moultrie,17139,11.6,36.1,38.4,28.7
2023,IL,Illinois,Ogle,17141,12.2,36.9,40.9,30.0
2023,IL,Illinois,Peoria,17143,12.6,36.9,34.8,28.099999999999998
2023,IL,Illinois,Piatt,17147,10.9,35.4,35.1,27.133333333333336
2023,IL,Illinois,Richland,17159,12.5,37.5,39.4,29.8
2023,IL,Illinois,Rock Island,17161,13.1,36.1,39.6,29.600000000000005
2023,IL,Illinois,Sangamon,17167,11.9,37.0,39.6,29.5
2023,IL,Illinois,Schuyler,17169,14.4,41.4,40.4,32.06666666666666
2023,IL,Illinois,Stark,17175,12.7,38.5,38.2,29.8
2023,IL,Illinois,Stephenson,17177,13.9,40.1,40.6,31.53333333333333
2023,IL,Illinois,Tazewell,17179,11.2,35.3,36.3,27.599999999999998
2023,IL,Illinois,Vermilion,17183,14.4,42.2,43.8,33.46666666666667
2023,IL,Illinois,Wabash,17185,13.3,38.4,39.8,30.5
2023,IL,Illinois,Whiteside,17195,13.0,37.1,36.2,28.76666666666667
2023,IL,Illinois,Will,17197,10.7,32.0,38.0,26.900000000000002
2023,IL,Illinois,Williamson,17199,12.4,37.2,40.1,29.900000000000002
2023,IL,Illinois,Woodford,17203,10.6,34.7,37.3,27.53333333333333
2023,IN,Indiana,Clay,18021,14.2,41.5,43.3,33.0
2023,IN,Indiana,DeKalb,18033,12.8,38.2,43.7,31.566666666666666
2023,IN,Indiana,Fayette,18041,15.4,42.6,44.9,34.300000000000004
2023,IN,Indiana,Franklin,18047,13.7,40.4,40.8,31.633333333333336
2023,IN,Indiana,Greene,18055,14.7,41.5,40.7,32.300000000000004
2023,IN,Indiana,Henry,18065,13.5,40.8,43.7,32.666666666666664
2023,IN,Indiana,Jackson,18071,13.6,37.8,39.6,30.333333333333332
2023,IN,Indiana,Jefferson,18077,13.5,39.2,36.6,29.76666666666667
2023,IN,Indiana,Lawrence,18093,13.9,40.1,42.0,32.0
2023,IN,Indiana,Madison,18095,14.0,40.6,36.4,30.333333333333332
2023,IN,Indiana,Marion,18097,13.0,38.2,38.3,29.833333333333332
2023,IN,Indiana,Marshall,18099,14.0,40.1,43.2,32.43333333333334
2023,IN,Indiana,Monroe,18105,9.9,29.7,32.5,24.03333333333333
2023,IN,Indiana,Montgomery,18107,13.5,39.7,39.2,30.8
2023,IN,Indiana,Morgan,18109,13.4,38.9,37.8,30.03333333333333
2023,IN,Indiana,Perry,18123,13.4,40.4,37.6,30.46666666666667
2023,IN,Indiana,Pike,18125,14.5,40.9,37.9,31.099999999999998
2023,IN,Indiana,Randolph,18135,14.4,41.0,38.7,31.366666666666664
2023,IN,Indiana,Shelby,18145,13.9,40.3,41.2,31.8
2023,IN,Indiana,Washington,18175,14.7,42.3,41.5,32.833333333333336
2023,IN,Indiana,Benton,18007,14.2,39.8,42.4,32.13333333333333
2023,IN,Indiana,Boone,18011,10.5,33.4,32.9,25.599999999999998
2023,IN,Indiana,Carroll,18015,13.9,40.6,41.6,32.03333333333333
2023,IN,Indiana,Clark,18019,12.5,39.8,43.9,32.06666666666666
2023,IN,Indiana,Crawford,18025,17.8,45.6,43.6,35.666666666666664
2023,IN,Indiana,Fulton,18049,14.6,41.2,41.7,32.5
2023,IN,Indiana,Grant,18053,15.2,41.0,41.1,32.43333333333333
2023,IN,Indiana,Howard,18067,14.4,40.1,36.5,30.333333333333332
2023,IN,Indiana,Johnson,18081,11.9,37.8,38.8,29.5
2023,IN,Indiana,Newton,18111,14.4,40.7,43.5,32.86666666666667
2023,IN,Indiana,Pulaski,18131,14.5,41.7,38.7,31.633333333333336
2023,IN,Indiana,Scott,18143,14.1,40.6,42.3,32.333333333333336
2023,IN,Indiana,Union,18161,13.0,39.2,37.6,29.933333333333337
2023,IN,Indiana,White,18181,14.6,40.3,44.6,33.166666666666664
2023,IN,Indiana,Lake,18089,15.1,39.0,39.9,31.333333333333332
2023,IN,Indiana,Orange,18117,14.7,41.8,39.7,32.06666666666667
2023,IN,Indiana,Adams,18001,14.1,39.2,41.7,31.666666666666668
2023,IN,Indiana,Hamilton,18057,9.6,32.0,32.5,24.7
2023,IN,Indiana,Martin,18101,14.6,41.5,39.1,31.733333333333334
2023,IN,Indiana,Putnam,18133,12.4,36.5,38.4,29.099999999999998
2023,IN,Indiana,Decatur,18031,12.4,37.9,37.6,29.3
2023,IN,Indiana,Floyd,18043,12.5,38.8,37.6,29.633333333333336
2023,IN,Indiana,Hancock,18059,11.3,37.4,39.9,29.53333333333333
2023,IN,Indiana,Jasper,18073,12.7,38.6,40.2,30.5
2023,IN,Indiana,Warren,18171,14.1,40.5,41.6,32.06666666666667
2023,IN,Indiana,Wayne,18177,14.7,40.9,37.9,31.166666666666668
2023,IN,Indiana,Cass,18017,15.3,41.0,47.4,34.56666666666667
2023,IN,Indiana,Clinton,18023,13.4,38.2,40.2,30.600000000000005
2023,IN,Indiana,Delaware,18035,13.5,36.2,36.6,28.76666666666667
2023,IN,Indiana,Harrison,18061,12.8,39.2,42.7,31.566666666666666
2023,IN,Indiana,Brown,18013,14.7,43.0,36.1,31.266666666666666
2023,IN,Indiana,Knox,18083,13.2,38.6,36.8,29.53333333333333
2023,IN,Indiana,Wabash,18169,13.8,40.0,38.1,30.633333333333336
2023,IN,Indiana,Allen,18003,12.9,36.7,39.4,29.666666666666668
2023,IN,Indiana,Bartholomew,18005,12.4,37.1,38.9,29.46666666666667
2023,IN,Indiana,Blackford,18009,16.4,43.9,44.3,34.86666666666667
2023,IN,Indiana,Daviess,18027,13.8,38.8,41.4,31.333333333333332
2023,IN,Indiana,Dearborn,18029,12.4,38.4,35.8,28.866666666666664
2023,IN,Indiana,Dubois,18037,13.2,38.0,40.0,30.400000000000002
2023,IN,Indiana,Elkhart,18039,13.6,38.3,43.8,31.899999999999995
2023,IN,Indiana,Fountain,18045,14.1,40.7,42.6,32.46666666666667
2023,IN,Indiana,Gibson,18051,13.0,38.4,39.4,30.266666666666666
2023,IN,Indiana,Hendricks,18063,11.1,35.2,36.4,27.566666666666666
2023,IN,Indiana,Huntington,18069,13.3,40.7,39.9,31.3
2023,IN,Indiana,Jay,18075,15.0,42.0,43.6,33.53333333333333
2023,IN,Indiana,Jennings,18079,14.3,40.7,41.2,32.06666666666667
2023,IN,Indiana,Kosciusko,18085,13.0,39.8,38.7,30.5
2023,IN,Indiana,LaGrange,18087,12.4,36.1,39.6,29.366666666666664
2023,IN,Indiana,LaPorte,18091,15.0,41.7,37.0,31.233333333333334
2023,IN,Indiana,Miami,18103,14.6,40.1,44.3,33.0
2023,IN,Indiana,Noble,18113,13.2,37.3,39.6,30.03333333333333
2023,IN,Indiana,Ohio,18115,14.3,41.7,39.5,31.833333333333332
2023,IN,Indiana,Owen,18119,14.5,41.3,41.7,32.5
2023,IN,Indiana,Parke,18121,15.4,42.4,42.3,33.36666666666667
2023,IN,Indiana,Porter,18127,12.5,38.5,39.9,30.3
2023,IN,Indiana,Posey,18129,12.9,39.7,40.4,31.0
2023,IN,Indiana,Ripley,18137,12.5,38.2,36.2,28.96666666666667
2023,IN,Indiana,Rush,18139,14.3,40.1,39.1,31.166666666666668
2023,IN,Indiana,Spencer,18147,13.4,40.9,39.9,31.399999999999995
2023,IN,Indiana,St. Joseph,18141,12.9,37.2,35.3,28.46666666666667
2023,IN,Indiana,Starke,18149,15.0,41.2,42.4,32.86666666666667
2023,IN,Indiana,Steuben,18151,13.5,39.2,34.8,29.166666666666668
2023,IN,Indiana,Sullivan,18153,14.1,41.1,43.6,32.93333333333334
2023,IN,Indiana,Switzerland,18155,14.9,42.8,40.4,32.699999999999996
2023,IN,Indiana,Tippecanoe,18157,10.0,29.4,27.9,22.433333333333334
2023,IN,Indiana,Tipton,18159,13.5,39.7,36.5,29.900000000000002
2023,IN,Indiana,Vanderburgh,18163,12.8,38.4,38.2,29.8
2023,IN,Indiana,Vermillion,18165,14.3,40.9,40.6,31.933333333333337
2023,IN,Indiana,Vigo,18167,13.7,37.5,41.0,30.733333333333334
2023,IN,Indiana,Warrick,18173,11.6,35.3,34.0,26.96666666666667
2023,IN,Indiana,Wells,18179,12.7,39.2,41.9,31.266666666666666
2023,IN,Indiana,Whitley,18183,12.6,38.1,39.7,30.133333333333336
2023,KS,Kansas,Butler,20015,10.7,34.5,39.0,28.066666666666666
2023,KS,Kansas,Cherokee,20021,13.4,38.8,43.8,32.0
2023,KS,Kansas,Clay,20027,12.8,39.9,39.6,30.76666666666667
2023,KS,Kansas,Franklin,20059,11.5,36.2,40.3,29.333333333333332
2023,KS,Kansas,Jackson,20085,12.3,36.5,37.8,28.866666666666664
2023,KS,Kansas,Jefferson,20087,11.3,35.6,34.7,27.2
2023,KS,Kansas,Marion,20115,12.2,37.7,38.7,29.533333333333335
2023,KS,Kansas,Marshall,20117,13.0,38.9,37.4,29.766666666666666
2023,KS,Kansas,Montgomery,20125,13.8,40.0,38.9,30.900000000000002
2023,KS,Kansas,Russell,20167,13.9,41.3,41.5,32.23333333333333
2023,KS,Kansas,Washington,20201,11.9,37.3,34.0,27.73333333333333
2023,KS,Kansas,Clark,20025,12.1,37.8,36.8,28.899999999999995
2023,KS,Kansas,Crawford,20037,11.2,35.1,36.8,27.7
2023,KS,Kansas,Grant,20067,11.8,31.5,35.4,26.233333333333334
2023,KS,Kansas,Johnson,20091,9.4,32.0,31.2,24.2
2023,KS,Kansas,Lincoln,20105,14.2,42.0,40.2,32.13333333333333
2023,KS,Kansas,Logan,20109,12.5,37.2,39.8,29.833333333333332
2023,KS,Kansas,Phillips,20147,13.6,39.8,40.5,31.3
2023,KS,Kansas,Saline,20169,12.1,35.5,41.1,29.566666666666666
2023,KS,Kansas,Scott,20171,11.4,35.0,38.1,28.166666666666668
2023,KS,Kansas,Graham,20065,14.3,42.4,36.7,31.133333333333336
2023,KS,Kansas,Cheyenne,20023,14.8,41.5,38.0,31.433333333333334
2023,KS,Kansas,Douglas,20045,8.4,26.6,30.5,21.833333333333332
2023,KS,Kansas,Kiowa,20097,11.8,37.2,39.0,29.333333333333332
2023,KS,Kansas,Sedgwick,20173,12.0,34.7,38.6,28.433333333333337
2023,KS,Kansas,Hamilton,20075,11.8,33.7,40.2,28.566666666666666
2023,KS,Kansas,Decatur,20039,13.4,40.2,36.6,30.066666666666666
2023,KS,Kansas,Mitchell,20123,12.8,38.7,39.0,30.166666666666668
2023,KS,Kansas,Thomas,20193,10.2,33.0,35.0,26.066666666666666
2023,KS,Kansas,Dickinson,20041,11.9,37.1,39.5,29.5
2023,KS,Kansas,Linn,20107,12.5,37.4,37.2,29.03333333333333
2023,KS,Kansas,Lyon,20111,11.5,34.0,37.8,27.766666666666666
2023,KS,Kansas,Brown,20013,13.5,40.4,39.6,31.166666666666668
2023,KS,Kansas,Edwards,20047,14.3,39.9,39.9,31.366666666666664
2023,KS,Kansas,Ford,20057,13.1,33.2,39.1,28.46666666666667
2023,KS,Kansas,Allen,20001,12.5,36.5,37.4,28.8
2023,KS,Kansas,Miami,20121,10.8,33.5,35.0,26.433333333333334
2023,KS,Kansas,Rush,20165,13.9,41.2,38.7,31.26666666666667
2023,KS,Kansas,Anderson,20003,13.1,39.2,40.1,30.8
2023,KS,Kansas,Atchison,20005,11.2,34.8,37.0,27.666666666666668
2023,KS,Kansas,Barber,20007,13.8,40.9,38.6,31.100000000000005
2023,KS,Kansas,Barton,20009,13.4,38.3,38.8,30.166666666666668
2023,KS,Kansas,Bourbon,20011,12.7,38.2,36.7,29.200000000000003
2023,KS,Kansas,Chase,20017,13.9,40.0,38.2,30.7
2023,KS,Kansas,Chautauqua,20019,15.2,42.6,40.4,32.73333333333333
2023,KS,Kansas,Cloud,20029,12.3,38.6,41.4,30.76666666666667
2023,KS,Kansas,Coffey,20031,12.7,38.5,36.9,29.366666666666664
2023,KS,Kansas,Comanche,20033,13.3,40.2,39.2,30.900000000000002
2023,KS,Kansas,Cowley,20035,12.8,37.6,40.9,30.433333333333337
2023,KS,Kansas,Doniphan,20043,11.5,35.9,37.5,28.3
2023,KS,Kansas,Elk,20049,15.8,43.7,40.5,33.333333333333336
2023,KS,Kansas,Ellis,20051,9.8,31.7,36.5,26.0
2023,KS,Kansas,Ellsworth,20053,11.7,37.9,39.1,29.566666666666663
2023,KS,Kansas,Finney,20055,13.1,32.9,37.3,27.766666666666666
2023,KS,Kansas,Geary,20061,9.3,29.5,34.5,24.433333333333334
2023,KS,Kansas,Gove,20063,12.3,38.0,37.4,29.233333333333334
2023,KS,Kansas,Gray,20069,11.2,33.7,39.5,28.133333333333336
2023,KS,Kansas,Greeley,20071,11.7,35.7,36.8,28.066666666666666
2023,KS,Kansas,Greenwood,20073,14.4,42.0,40.7,32.36666666666667
2023,KS,Kansas,Harper,20077,14.8,40.6,41.9,32.43333333333334
2023,KS,Kansas,Harvey,20079,12.2,35.0,36.5,27.900000000000002
2023,KS,Kansas,Haskell,20081,13.2,34.9,41.8,29.96666666666667
2023,KS,Kansas,Hodgeman,20083,11.5,36.8,36.5,28.266666666666666
2023,KS,Kansas,Jewell,20089,15.8,44.5,39.1,33.13333333333333
2023,KS,Kansas,Kearny,20093,12.9,34.4,37.6,28.3
2023,KS,Kansas,Kingman,20095,12.0,37.3,39.8,29.7
2023,KS,Kansas,Labette,20099,13.4,40.4,41.3,31.7
2023,KS,Kansas,Lane,20101,13.1,39.1,36.6,29.600000000000005
2023,KS,Kansas,Leavenworth,20103,10.8,32.9,39.8,27.833333333333332
2023,KS,Kansas,McPherson,20113,10.5,35.0,37.0,27.5
2023,KS,Kansas,Meade,20119,12.5,36.4,36.8,28.566666666666663
2023,KS,Kansas,Morris,20127,13.5,40.8,36.7,30.333333333333332
2023,KS,Kansas,Morton,20129,14.0,38.2,37.9,30.03333333333333
2023,KS,Kansas,Nemaha,20131,11.4,36.9,38.7,29.0
2023,KS,Kansas,Neosho,20133,13.1,38.3,39.5,30.3
2023,KS,Kansas,Ness,20135,13.2,39.1,35.2,29.166666666666668
2023,KS,Kansas,Norton,20137,12.7,37.8,42.7,31.066666666666666
2023,KS,Kansas,Osage,20139,12.5,39.0,41.8,31.099999999999998
2023,KS,Kansas,Osborne,20141,14.0,40.7,38.8,31.166666666666668
2023,KS,Kansas,Ottawa,20143,12.2,37.6,38.3,29.366666666666664
2023,KS,Kansas,Pawnee,20145,12.7,38.7,38.2,29.86666666666667
2023,KS,Kansas,Pottawatomie,20149,9.7,33.2,35.8,26.233333333333334
2023,KS,Kansas,Pratt,20151,12.1,35.9,36.5,28.166666666666668
2023,KS,Kansas,Rawlins,20153,14.7,41.7,41.9,32.766666666666666
2023,KS,Kansas,Reno,20155,13.2,35.4,44.0,30.866666666666664
2023,KS,Kansas,Republic,20157,14.3,41.9,41.2,32.46666666666667
2023,KS,Kansas,Rice,20159,11.9,36.0,39.5,29.133333333333336
2023,KS,Kansas,Riley,20161,7.2,23.2,26.4,18.933333333333334
2023,KS,Kansas,Rooks,20163,12.3,38.1,40.6,30.333333333333332
2023,KS,Kansas,Seward,20175,13.4,31.5,42.7,29.2
2023,KS,Kansas,Shawnee,20177,12.5,39.0,38.3,29.933333333333334
2023,KS,Kansas,Sheridan,20179,11.8,37.0,34.0,27.599999999999998
2023,KS,Kansas,Sherman,20181,12.3,37.4,38.2,29.3
2023,KS,Kansas,Smith,20183,13.3,40.8,39.0,31.03333333333333
2023,KS,Kansas,Stafford,20185,13.1,38.3,41.0,30.8
2023,KS,Kansas,Stanton,20187,14.7,36.6,39.5,30.26666666666667
2023,KS,Kansas,Stevens,20189,14.9,37.8,41.3,31.333333333333332
2023,KS,Kansas,Sumner,20191,12.4,37.5,39.9,29.933333333333334
2023,KS,Kansas,Trego,20195,12.3,39.2,40.5,30.666666666666668
2023,KS,Kansas,Wabaunsee,20197,11.5,36.2,35.1,27.600000000000005
2023,KS,Kansas,Wallace,20199,13.7,39.9,36.6,30.066666666666663
2023,KS,Kansas,Wichita,20203,14.5,39.2,41.7,31.8
2023,KS,Kansas,Wilson,20205,13.8,40.3,39.8,31.299999999999997
2023,KS,Kansas,Woodson,20207,13.6,40.8,39.6,31.333333333333332
2023,KS,Kansas,Wyandotte,20209,14.5,37.0,40.7,30.733333333333334
2023,LA,Louisiana,Franklin,22041,18.4,48.1,42.0,36.166666666666664
2023,LA,Louisiana,Jackson,22049,17.7,47.9,44.9,36.833333333333336
2023,LA,Louisiana,Jefferson,22051,16.2,42.7,41.6,33.5
2023,LA,Louisiana,Madison,22065,22.6,53.4,49.9,41.96666666666667
2023,LA,Louisiana,Washington,22117,17.8,46.9,45.5,36.73333333333333
2023,LA,Louisiana,Grant,22043,13.7,42.0,39.9,31.866666666666664
2023,LA,Louisiana,Lafayette,22055,13.0,39.1,34.5,28.866666666666664
2023,LA,Louisiana,Lincoln,22061,13.5,38.9,42.6,31.666666666666668
2023,LA,Louisiana,Ouachita,22073,15.4,44.6,43.9,34.63333333333333
2023,LA,Louisiana,Union,22111,18.4,48.4,37.0,34.6
2023,LA,Louisiana,Webster,22119,19.5,49.4,44.6,37.833333333333336
2023,LA,Louisiana,LaSalle,22059,13.1,38.4,38.6,30.03333333333333
2023,LA,Louisiana,Livingston,22063,12.7,40.1,38.9,30.566666666666663
2023,LA,Louisiana,Richland,22083,17.7,46.7,43.1,35.833333333333336
2023,LA,Louisiana,Vermilion,22113,15.0,42.5,42.8,33.43333333333333
2023,LA,Louisiana,Allen,22003,15.3,44.0,44.2,34.5
2023,LA,Louisiana,Acadia,22001,16.5,44.6,41.8,34.300000000000004
2023,LA,Louisiana,Ascension,22005,12.2,38.9,35.5,28.866666666666664
2023,LA,Louisiana,Assumption,22007,16.7,45.3,38.4,33.46666666666666
2023,LA,Louisiana,Avoyelles,22009,17.7,48.2,43.0,36.300000000000004
2023,LA,Louisiana,Beauregard,22011,13.4,39.7,40.7,31.26666666666667
2023,LA,Louisiana,Bienville,22013,22.1,52.5,47.5,40.699999999999996
2023,LA,Louisiana,Bossier,22015,13.2,39.3,40.9,31.13333333333333
2023,LA,Louisiana,Caddo,22017,17.2,47.1,42.2,35.5
2023,LA,Louisiana,Calcasieu,22019,14.2,42.2,43.0,33.13333333333333
2023,LA,Louisiana,Caldwell,22021,16.7,45.2,38.6,33.5
2023,LA,Louisiana,Cameron,22023,13.3,41.3,36.4,30.333333333333332
2023,LA,Louisiana,Catahoula,22025,17.7,46.5,41.8,35.333333333333336
2023,LA,Louisiana,Claiborne,22027,22.8,54.3,48.5,41.86666666666667
2023,LA,Louisiana,Concordia,22029,19.8,50.1,45.6,38.5
2023,LA,Louisiana,De Soto,22031,17.8,47.4,44.4,36.53333333333333
2023,LA,Louisiana,East Baton Rouge,22033,13.9,40.3,35.3,29.833333333333332
2023,LA,Louisiana,East Carroll,22035,22.0,53.0,51.2,42.06666666666667
2023,LA,Louisiana,East Feliciana,22037,16.1,47.7,42.2,35.333333333333336
2023,LA,Louisiana,Evangeline,22039,16.8,45.1,44.7,35.53333333333333
2023,LA,Louisiana,Iberia,22045,17.1,44.8,42.5,34.800000000000004
2023,LA,Louisiana,Iberville,22047,16.5,44.4,43.0,34.63333333333333
2023,LA,Louisiana,Jefferson Davis,22053,14.8,42.8,42.7,33.43333333333333
2023,LA,Louisiana,Lafourche,22057,14.7,43.1,47.2,35.0
2023,LA,Louisiana,Morehouse,22067,20.3,52.6,44.8,39.23333333333333
2023,LA,Louisiana,Natchitoches,22069,15.5,43.6,40.1,33.06666666666667
2023,LA,Louisiana,Orleans,22071,16.2,41.9,34.4,30.833333333333332
2023,LA,Louisiana,Plaquemines,22075,13.8,40.0,38.7,30.833333333333332
2023,LA,Louisiana,Pointe Coupee,22077,17.1,47.5,39.9,34.833333333333336
2023,LA,Louisiana,Rapides,22079,15.6,43.8,40.7,33.36666666666667
2023,LA,Louisiana,Red River,22081,19.8,49.7,43.9,37.800000000000004
2023,LA,Louisiana,Sabine,22085,17.9,47.1,44.7,36.56666666666667
2023,LA,Louisiana,St. Bernard,22087,15.3,42.0,42.8,33.36666666666667
2023,LA,Louisiana,St. Charles,22089,13.2,41.2,37.7,30.700000000000003
2023,LA,Louisiana,St. Helena,22091,19.8,49.3,42.7,37.266666666666666
2023,LA,Louisiana,St. James,22093,16.5,46.0,43.7,35.4
2023,LA,Louisiana,St. John the Baptist,22095,17.2,46.4,41.8,35.13333333333333
2023,LA,Louisiana,St. Landry,22097,18.2,47.3,40.4,35.3
2023,LA,Louisiana,St. Martin,22099,15.5,43.7,45.3,34.833333333333336
2023,LA,Louisiana,St. Mary,22101,18.1,47.4,45.0,36.833333333333336
2023,LA,Louisiana,St. Tammany,22103,13.3,38.9,37.4,29.866666666666664
2023,LA,Louisiana,Tangipahoa,22105,14.6,40.7,43.0,32.76666666666667
2023,LA,Louisiana,Tensas,22107,25.1,57.3,48.4,43.6
2023,LA,Louisiana,Terrebonne,22109,15.2,41.4,41.3,32.63333333333333
2023,LA,Louisiana,Vernon,22115,12.5,38.8,38.5,29.933333333333334
2023,LA,Louisiana,West Baton Rouge,22121,14.0,42.6,41.6,32.733333333333334
2023,LA,Louisiana,West Carroll,22123,16.5,45.6,40.1,34.06666666666667
2023,LA,Louisiana,West Feliciana,22125,14.6,44.4,40.7,33.233333333333334
2023,LA,Louisiana,Winn,22127,17.1,46.6,45.9,36.53333333333333
2023,MA,Massachusetts,Franklin,25011,10.8,36.3,26.3,24.46666666666667
2023,MA,Massachusetts,Plymouth,25023,10.3,32.6,29.7,24.2
2023,MA,Massachusetts,Barnstable,25001,10.7,38.2,26.3,25.066666666666666
2023,MA,Massachusetts,Berkshire,25003,10.9,34.8,31.2,25.633333333333336
2023,MA,Massachusetts,Bristol,25005,10.8,33.5,32.1,25.46666666666667
2023,MA,Massachusetts,Dukes,25007,10.6,36.0,25.5,24.03333333333333
2023,MA,Massachusetts,Essex,25009,10.3,32.1,30.0,24.133333333333336
2023,MA,Massachusetts,Hampden,25013,12.1,34.7,34.9,27.233333333333334
2023,MA,Massachusetts,Hampshire,25015,8.2,26.7,22.2,19.03333333333333
2023,MA,Massachusetts,Middlesex,25017,8.5,27.6,23.8,19.966666666666665
2023,MA,Massachusetts,Nantucket,25019,8.6,29.4,27.7,21.899999999999995
2023,MA,Massachusetts,Norfolk,25021,9.0,29.8,23.5,20.766666666666666
2023,MA,Massachusetts,Suffolk,25025,9.3,27.4,24.2,20.3
2023,MA,Massachusetts,Worcester,25027,10.4,33.2,32.6,25.400000000000002
2023,MD,Maryland,Montgomery,24031,10.8,32.7,26.1,23.200000000000003
2023,MD,Maryland,Washington,24043,13.3,38.9,39.0,30.399999999999995
2023,MD,Maryland,Carroll,24013,10.3,34.4,37.7,27.46666666666667
2023,MD,Maryland,Howard,24027,10.4,34.5,30.0,24.96666666666667
2023,MD,Maryland,Kent,24029,13.7,43.0,35.1,30.599999999999998
2023,MD,Maryland,Talbot,24041,13.1,41.6,30.1,28.26666666666667
2023,MD,Maryland,Worcester,24047,13.7,42.1,33.1,29.633333333333336
2023,MD,Maryland,Allegany,24001,13.3,39.6,36.6,29.833333333333332
2023,MD,Maryland,Anne Arundel,24003,10.4,34.5,34.5,26.46666666666667
2023,MD,Maryland,Baltimore,24005,13.1,36.7,34.0,27.933333333333337
2023,MD,Maryland,Baltimore,24510,14.4,40.6,38.7,31.233333333333334
2023,MD,Maryland,Calvert,24009,10.9,36.9,36.3,28.03333333333333
2023,MD,Maryland,Caroline,24011,14.2,41.3,41.7,32.4
2023,MD,Maryland,Cecil,24015,13.2,39.2,41.3,31.233333333333334
2023,MD,Maryland,Charles,24017,13.4,41.4,41.9,32.23333333333333
2023,MD,Maryland,Dorchester,24019,16.6,44.2,41.8,34.199999999999996
2023,MD,Maryland,Frederick,24021,10.6,33.9,34.7,26.400000000000002
2023,MD,Maryland,Garrett,24023,14.1,42.4,36.3,30.933333333333334
2023,MD,Maryland,Harford,24025,11.6,35.9,35.8,27.766666666666666
2023,MD,Maryland,Prince George's,24033,15.2,40.0,42.2,32.46666666666667
2023,MD,Maryland,Queen Anne's,24035,11.6,38.4,29.4,26.46666666666667
2023,MD,Maryland,Somerset,24039,14.2,42.7,38.4,31.766666666666666
2023,MD,Maryland,St. Mary's,24037,11.4,34.7,37.4,27.833333333333332
2023,MD,Maryland,Wicomico,24045,12.6,36.7,39.6,29.633333333333336
2023,ME,Maine,Franklin,23007,11.3,36.6,34.6,27.5
2023,ME,Maine,Washington,23029,14.9,43.1,39.8,32.6
2023,ME,Maine,Lincoln,23015,11.8,38.8,30.9,27.166666666666668
2023,ME,Maine,Hancock,23009,11.2,35.8,29.4,25.466666666666665
2023,ME,Maine,Cumberland,23005,8.9,32.1,26.7,22.566666666666666
2023,ME,Maine,Knox,23013,11.2,36.2,28.8,25.400000000000002
2023,ME,Maine,Somerset,23025,13.9,39.3,37.2,30.133333333333336
2023,ME,Maine,Androscoggin,23001,12.1,33.5,35.8,27.133333333333336
2023,ME,Maine,Aroostook,23003,14.8,43.3,40.0,32.699999999999996
2023,ME,Maine,Kennebec,23011,11.8,34.6,32.5,26.3
